,Name,User ID,PriceFinal,DLCCount,behavior,hours,IsFree,Metacritic
75146,Toy Soldiers,76892907,9.99,0,play,1.7,False,71
75144,Toy Soldiers,58761868,9.99,0,play,85.0,False,71
75140,Toy Soldiers,62878249,9.99,0,play,1.6,False,71
75138,Toy Soldiers,12610800,9.99,0,play,0.3,False,71
75135,Toy Soldiers,77870593,9.99,0,play,4.3,False,71
74821,SpaceChem,20772968,9.99,1,play,0.8,False,84
74817,SpaceChem,176261926,9.99,1,play,2.4,False,84
74813,SpaceChem,58345543,9.99,1,play,4.1,False,84
74805,SpaceChem,87694960,9.99,1,play,0.2,False,84
74803,SpaceChem,14465359,9.99,1,play,0.4,False,84
74800,SpaceChem,143877335,9.99,1,play,1.4,False,84
74797,SpaceChem,40212239,9.99,1,play,0.7,False,84
74793,SpaceChem,5990132,9.99,1,play,1.3,False,84
74791,SpaceChem,174002551,9.99,1,play,1.8,False,84
74784,SpaceChem,36557643,9.99,1,play,54.0,False,84
74782,SpaceChem,62990992,9.99,1,play,1.5,False,84
79487,DEFCON,975449,9.99,0,play,1.9,False,84
79498,DEFCON,71510748,9.99,0,play,2.0,False,84
74777,SpaceChem,180901075,9.99,1,play,0.2,False,84
80331,Grand Theft Auto III,199628395,9.99,0,play,0.7,False,93
80303,Grand Theft Auto III,101731521,9.99,0,play,0.2,False,93
80308,Grand Theft Auto III,71411882,9.99,0,play,1.1,False,93
80310,Grand Theft Auto III,71411882,9.99,0,play,0.2,False,93
80312,Grand Theft Auto III,131386705,9.99,0,play,1.1,False,93
80323,Grand Theft Auto III,34919318,9.99,0,play,2.0,False,93
80326,Grand Theft Auto III,93275329,9.99,0,play,0.3,False,93
80344,Grand Theft Auto III,71510748,9.99,0,play,3.0,False,93
79507,DEFCON,174002551,9.99,0,play,3.6,False,84
80347,Grand Theft Auto III,28472068,9.99,0,play,0.4,False,93
80349,Grand Theft Auto III,28472068,9.99,0,play,0.1,False,93
80357,Grand Theft Auto III,17530772,9.99,0,play,0.5,False,93
80362,Grand Theft Auto III,82352462,9.99,0,play,9.3,False,93
80381,Grand Theft Auto III,127426141,9.99,0,play,1.7,False,93
80388,Grand Theft Auto III,155919035,9.99,0,play,2.1,False,93
80300,Grand Theft Auto III,48984158,9.99,0,play,1.4,False,93
80291,Grand Theft Auto III,47672756,9.99,0,play,13.1,False,93
80286,Grand Theft Auto III,152959594,9.99,0,play,1.6,False,93
80283,Grand Theft Auto III,122026623,9.99,0,play,5.6,False,93
80276,Grand Theft Auto III,116617462,9.99,0,play,0.7,False,93
80271,Grand Theft Auto III,69009454,9.99,0,play,0.2,False,93
80260,Grand Theft Auto III,68316900,9.99,0,play,13.3,False,93
80257,Grand Theft Auto III,64787956,9.99,0,play,0.9,False,93
80254,Grand Theft Auto III,20200395,9.99,0,play,1.0,False,93
79531,DEFCON,127628725,9.99,0,play,1.6,False,84
79529,DEFCON,24632218,9.99,0,play,0.7,False,84
79527,DEFCON,126191291,9.99,0,play,1.0,False,84
79522,DEFCON,14465359,9.99,0,play,2.3,False,84
79519,DEFCON,96556535,9.99,0,play,2.2,False,84
79514,DEFCON,19085114,9.99,0,play,0.8,False,84
79511,DEFCON,30061970,9.99,0,play,10.2,False,84
79509,DEFCON,129117376,9.99,0,play,0.6,False,84
74780,SpaceChem,75738431,9.99,1,play,117.0,False,84
74774,SpaceChem,84863268,9.99,1,play,2.2,False,84
80400,Grand Theft Auto III,8259307,9.99,0,play,0.2,False,93
73737,Dogfight 1942,185412742,9.99,2,play,0.8,False,0
73591,Closure,124437057,9.99,0,play,15.9,False,78
73598,Closure,30912860,9.99,0,play,0.6,False,78
73603,Closure,58345543,9.99,0,play,4.1,False,78
73607,Closure,116564064,9.99,0,play,1.4,False,78
73609,Closure,135400225,9.99,0,play,0.9,False,78
73735,Dogfight 1942,87734805,9.99,2,play,0.2,False,0
73739,Dogfight 1942,30246419,9.99,2,play,4.6,False,0
73899,Greed Corp,67729331,9.99,0,play,2.3,False,76
73882,Greed Corp,24469287,9.99,0,play,0.4,False,76
73884,Greed Corp,9128105,9.99,0,play,0.8,False,76
73887,Greed Corp,49893565,9.99,0,play,2.7,False,76
73891,Greed Corp,17995238,9.99,0,play,6.4,False,76
73893,Greed Corp,49630184,9.99,0,play,14.8,False,76
73895,Greed Corp,22301321,9.99,0,play,2.0,False,76
73584,Closure,86055705,9.99,0,play,0.1,False,78
73582,Closure,33013552,9.99,0,play,0.1,False,78
73553,Always Sometimes Monsters,47457723,9.99,1,play,1.9,False,73
73551,Always Sometimes Monsters,31669242,9.99,1,play,21.0,False,73
73547,Always Sometimes Monsters,62990992,9.99,1,play,2.2,False,73
73545,Always Sometimes Monsters,48798067,9.99,1,play,13.8,False,73
73542,Always Sometimes Monsters,27279261,9.99,1,play,2.0,False,73
73539,Always Sometimes Monsters,1936551,9.99,1,play,5.1,False,73
73535,Always Sometimes Monsters,55975168,9.99,1,play,0.1,False,73
73532,Always Sometimes Monsters,86055705,9.99,1,play,0.1,False,73
73527,Always Sometimes Monsters,11403772,9.99,1,play,1.9,False,73
73525,Always Sometimes Monsters,43360645,9.99,1,play,0.4,False,73
73523,Always Sometimes Monsters,136135322,9.99,1,play,1.9,False,73
73521,Always Sometimes Monsters,84455820,9.99,1,play,6.7,False,73
73442,Jolly Rover,975449,9.99,0,play,0.2,False,71
73440,Jolly Rover,65398650,9.99,0,play,0.7,False,71
73438,Jolly Rover,11373749,9.99,0,play,0.3,False,71
73897,Greed Corp,71510748,9.99,0,play,0.5,False,76
73904,Greed Corp,19085114,9.99,0,play,10.1,False,76
74771,SpaceChem,33622085,9.99,1,play,1.4,False,84
74751,SpaceChem,65398650,9.99,1,play,6.5,False,84
74731,SpaceChem,182399789,9.99,1,play,0.9,False,84
74734,SpaceChem,78341587,9.99,1,play,1.6,False,84
74740,SpaceChem,24469287,9.99,1,play,0.3,False,84
74742,SpaceChem,11403772,9.99,1,play,0.9,False,84
74745,SpaceChem,118541865,9.99,1,play,0.4,False,84
74747,SpaceChem,46301758,9.99,1,play,0.1,False,84
74753,SpaceChem,138941587,9.99,1,play,2.3,False,84
73906,Greed Corp,11149819,9.99,0,play,0.3,False,76
74755,SpaceChem,33651880,9.99,1,play,0.2,False,84
74757,SpaceChem,975449,9.99,1,play,3.0,False,84
74759,SpaceChem,124437057,9.99,1,play,36.0,False,84
74761,SpaceChem,15196746,9.99,1,play,22.0,False,84
74764,SpaceChem,119619506,9.99,1,play,1.3,False,84
74768,SpaceChem,207830797,9.99,1,play,6.3,False,84
74729,SpaceChem,117531196,9.99,1,play,0.4,False,84
74727,SpaceChem,19586574,9.99,1,play,2.3,False,84
74725,SpaceChem,9823354,9.99,1,play,6.5,False,84
74723,SpaceChem,56038151,9.99,1,play,1.9,False,84
74297,Snapshot,30912860,9.99,1,play,0.4,False,74
74286,Secret Files Tunguska,306839937,9.99,0,play,7.9,False,0
74280,Secret Files Tunguska,46301758,9.99,0,play,0.9,False,0
74270,Primordia,62990992,9.99,0,play,4.3,False,72
74268,Primordia,82686146,9.99,0,play,0.4,False,72
74266,Primordia,34177747,9.99,0,play,6.9,False,72
74193,Nimbus,975449,9.99,0,play,0.1,False,80
74190,Nimbus,21061921,9.99,0,play,1.4,False,80
74188,Nimbus,33013552,9.99,0,play,0.1,False,80
74055,Incredipede,150882304,9.99,0,play,0.7,False,74
74053,Incredipede,43913966,9.99,0,play,2.4,False,74
73913,Greed Corp,47457723,9.99,0,play,4.4,False,76
73911,Greed Corp,48386574,9.99,0,play,9.1,False,76
80395,Grand Theft Auto III,116876958,9.99,0,play,1.6,False,93
80405,Grand Theft Auto III,111551727,9.99,0,play,10.1,False,93
86020,Crusader Kings II,242523654,9.99,61,play,2.4,False,82
85899,Darwinia,73721802,9.99,0,play,1.1,False,84
85869,Darwinia,105877396,9.99,0,play,5.4,False,84
85871,Darwinia,24469287,9.99,0,play,3.0,False,84
85880,Darwinia,15196746,9.99,0,play,8.7,False,84
85883,Darwinia,22301321,9.99,0,play,0.6,False,84
85886,Darwinia,51557405,9.99,0,play,0.5,False,84
85891,Darwinia,80630217,9.99,0,play,0.3,False,84
85903,Darwinia,12144171,9.99,0,play,0.3,False,84
85943,Crusader Kings II,95911580,9.99,61,play,134.0,False,82
85911,Darwinia,24632218,9.99,0,play,1.9,False,84
85929,Crusader Kings II,9823354,9.99,61,play,6.7,False,82
85931,Crusader Kings II,25096601,9.99,61,play,0.9,False,82
85934,Crusader Kings II,65958466,9.99,61,play,27.0,False,82
85936,Crusader Kings II,61676491,9.99,61,play,0.9,False,82
85938,Crusader Kings II,42005897,9.99,61,play,16.4,False,82
85866,Darwinia,13565651,9.99,0,play,0.1,False,84
85863,Darwinia,78341587,9.99,0,play,0.1,False,84
85860,Darwinia,9823354,9.99,0,play,9.0,False,84
82333,A Game of Thrones - Genesis,63441290,9.99,0,play,10.4,False,0
82331,A Game of Thrones - Genesis,90104676,9.99,0,play,1.2,False,0
82328,A Game of Thrones - Genesis,92612763,9.99,0,play,46.0,False,0
82326,A Game of Thrones - Genesis,76892907,9.99,0,play,0.9,False,0
82324,A Game of Thrones - Genesis,62990992,9.99,0,play,1.7,False,0
82322,A Game of Thrones - Genesis,81151589,9.99,0,play,10.4,False,0
82320,A Game of Thrones - Genesis,49342564,9.99,0,play,2.8,False,0
82318,A Game of Thrones - Genesis,84513749,9.99,0,play,0.8,False,0
82316,A Game of Thrones - Genesis,14544587,9.99,0,play,2.5,False,0
82313,A Game of Thrones - Genesis,66052983,9.99,0,play,0.6,False,0
82311,A Game of Thrones - Genesis,50744279,9.99,0,play,0.7,False,0
82309,A Game of Thrones - Genesis,116617462,9.99,0,play,0.3,False,0
82307,A Game of Thrones - Genesis,57103808,9.99,0,play,0.9,False,0
82176,Full Spectrum Warrior,22301321,9.99,0,play,0.3,False,80
85941,Crusader Kings II,12610800,9.99,61,play,17.2,False,82
85945,Crusader Kings II,136495026,9.99,61,play,80.0,False,82
80792,Two Worlds II Castle Defense,90272527,9.99,0,play,0.2,False,0
86002,Crusader Kings II,8585433,9.99,61,play,0.2,False,82
85989,Crusader Kings II,54826284,9.99,61,play,55.0,False,82
85991,Crusader Kings II,61506388,9.99,61,play,47.0,False,82
85993,Crusader Kings II,80189887,9.99,61,play,2.0,False,82
85995,Crusader Kings II,50553129,9.99,61,play,156.0,False,82
85998,Crusader Kings II,86469479,9.99,61,play,1.2,False,82
86000,Crusader Kings II,66650717,9.99,61,play,46.0,False,82
86004,Crusader Kings II,48149238,9.99,61,play,608.0,False,82
85947,Crusader Kings II,81054122,9.99,61,play,60.0,False,82
86006,Crusader Kings II,126200826,9.99,61,play,196.0,False,82
86008,Crusader Kings II,75368808,9.99,61,play,131.0,False,82
86012,Crusader Kings II,94110492,9.99,61,play,192.0,False,82
86014,Crusader Kings II,33622085,9.99,61,play,59.0,False,82
86016,Crusader Kings II,71527252,9.99,61,play,28.0,False,82
86018,Crusader Kings II,51557405,9.99,61,play,8.4,False,82
85987,Crusader Kings II,70408902,9.99,61,play,0.8,False,82
85985,Crusader Kings II,70780053,9.99,61,play,320.0,False,82
85981,Crusader Kings II,123101539,9.99,61,play,64.0,False,82
85979,Crusader Kings II,86466985,9.99,61,play,1136.0,False,82
85977,Crusader Kings II,33013552,9.99,61,play,5.2,False,82
85975,Crusader Kings II,150789931,9.99,61,play,1.1,False,82
85973,Crusader Kings II,52321307,9.99,61,play,591.0,False,82
85970,Crusader Kings II,90672622,9.99,61,play,678.0,False,82
85967,Crusader Kings II,298950,9.99,61,play,1.0,False,82
85964,Crusader Kings II,71390526,9.99,61,play,760.0,False,82
85962,Crusader Kings II,141160698,9.99,61,play,104.0,False,82
85960,Crusader Kings II,10385370,9.99,61,play,17.0,False,82
85958,Crusader Kings II,50744279,9.99,61,play,79.0,False,82
85955,Crusader Kings II,24469287,9.99,61,play,4.7,False,82
85953,Crusader Kings II,105877396,9.99,61,play,61.0,False,82
85951,Crusader Kings II,69009454,9.99,61,play,27.0,False,82
85949,Crusader Kings II,84455820,9.99,61,play,3.4,False,82
82172,Full Spectrum Warrior,57103808,9.99,0,play,12.9,False,80
80789,Two Worlds II Castle Defense,30246419,9.99,0,play,0.8,False,0
80408,Grand Theft Auto III,86481908,9.99,0,play,0.3,False,93
80521,Overlord II,59662830,9.99,0,play,2.0,False,79
80496,Overlord II,53091150,9.99,0,play,0.3,False,79
80499,Overlord II,22301321,9.99,0,play,1.1,False,79
80503,Overlord II,110881546,9.99,0,play,43.0,False,79
80505,Overlord II,35701646,9.99,0,play,14.7,False,79
80509,Overlord II,17530772,9.99,0,play,0.6,False,79
80512,Overlord II,16084897,9.99,0,play,57.0,False,79
80523,Overlord II,30061970,9.99,0,play,1.3,False,79
80549,Overlord II,31669242,9.99,0,play,0.7,False,79
80526,Overlord II,40212239,9.99,0,play,9.3,False,79
80529,Overlord II,13190476,9.99,0,play,30.0,False,79
80532,Overlord II,103624897,9.99,0,play,36.0,False,79
80537,Overlord II,66725148,9.99,0,play,0.6,False,79
80541,Overlord II,67579257,9.99,0,play,0.4,False,79
80545,Overlord II,26762388,9.99,0,play,3.8,False,79
80491,Overlord II,43955374,9.99,0,play,22.0,False,79
80488,Overlord II,65398650,9.99,0,play,2.2,False,79
80486,Overlord II,39037163,9.99,0,play,3.1,False,79
80484,Overlord II,66255019,9.99,0,play,29.0,False,79
80482,Overlord II,137837203,9.99,0,play,0.8,False,79
80480,Overlord II,49893565,9.99,0,play,2.1,False,79
80476,Overlord II,36546868,9.99,0,play,1.8,False,79
80474,Overlord II,157341587,9.99,0,play,6.7,False,79
80468,Overlord II,69009454,9.99,0,play,3.0,False,79
80466,Overlord II,34177747,9.99,0,play,28.0,False,79
80451,Grand Theft Auto III,162288536,9.99,0,play,2.6,False,93
80440,Grand Theft Auto III,35864169,9.99,0,play,0.5,False,93
80437,Grand Theft Auto III,77214425,9.99,0,play,0.7,False,93
80432,Grand Theft Auto III,75134679,9.99,0,play,17.3,False,93
80429,Grand Theft Auto III,126191291,9.99,0,play,5.4,False,93
80426,Grand Theft Auto III,81170946,9.99,0,play,10.1,False,93
80423,Grand Theft Auto III,44010163,9.99,0,play,15.2,False,93
80547,Overlord II,105503045,9.99,0,play,2.7,False,79
80551,Overlord II,152419713,9.99,0,play,1.3,False,79
80787,Two Worlds II Castle Defense,43684632,9.99,0,play,5.0,False,0
80684,Two Worlds Epic Edition,116876958,9.99,1,play,8.9,False,65
80658,Two Worlds Epic Edition,235996643,9.99,1,play,0.1,False,65
80666,Two Worlds Epic Edition,48798067,9.99,1,play,2.1,False,65
80668,Two Worlds Epic Edition,62990992,9.99,1,play,4.1,False,65
80672,Two Worlds Epic Edition,10599862,9.99,1,play,3.4,False,65
80675,Two Worlds Epic Edition,170068207,9.99,1,play,5.6,False,65
80678,Two Worlds Epic Edition,155919035,9.99,1,play,4.8,False,65
80688,Two Worlds Epic Edition,106259770,9.99,1,play,3.0,False,65
80553,Overlord II,47457723,9.99,0,play,0.4,False,79
80691,Two Worlds Epic Edition,114324869,9.99,1,play,13.1,False,65
80694,Two Worlds Epic Edition,103638409,9.99,1,play,0.4,False,65
80697,Two Worlds Epic Edition,174633348,9.99,1,play,1.3,False,65
80700,Two Worlds Epic Edition,132196353,9.99,1,play,0.5,False,65
80702,Two Worlds Epic Edition,58345543,9.99,1,play,4.1,False,65
80706,Two Worlds Epic Edition,47457723,9.99,1,play,45.0,False,65
80651,Two Worlds Epic Edition,138941587,9.99,1,play,3.3,False,65
80641,Two Worlds Epic Edition,152959594,9.99,1,play,1.8,False,65
80637,Two Worlds Epic Edition,11403772,9.99,1,play,2.3,False,65
80634,Two Worlds Epic Edition,147602462,9.99,1,play,31.0,False,65
80631,Two Worlds Epic Edition,150751526,9.99,1,play,0.4,False,65
80622,Red Faction II,65350586,9.99,0,play,8.8,False,64
80619,Red Faction II,116876958,9.99,0,play,1.9,False,64
80610,Red Faction II,33865373,9.99,0,play,2.7,False,64
80590,Red Faction,65350586,9.99,0,play,2.6,False,78
80583,Red Faction,81160212,9.99,0,play,2.1,False,78
80581,Red Faction,45617627,9.99,0,play,1.2,False,78
80578,Red Faction,34919318,9.99,0,play,4.4,False,78
80576,Red Faction,33865373,9.99,0,play,4.9,False,78
80569,Red Faction,100311267,9.99,0,play,0.5,False,78
80567,Red Faction,2259650,9.99,0,play,0.1,False,78
80562,Red Faction,61676491,9.99,0,play,0.3,False,78
80558,Overlord II,34901647,9.99,0,play,17.5,False,79
41844,Risk of Rain,111754806,9.99,0,play,0.2,False,77
47353,LIMBO,162421622,9.99,0,play,4.8,False,88
41840,Risk of Rain,24469287,9.99,0,play,3.7,False,77
35143,Portal,73564778,9.99,1,play,15.1,False,90
35125,Portal,15841597,9.99,1,play,4.6,False,90
35128,Portal,62097332,9.99,1,play,1.2,False,90
35129,Portal,62097332,9.99,1,play,1.2,False,90
35134,Portal,63157803,9.99,1,play,16.7,False,90
35135,Portal,63157803,9.99,1,play,16.7,False,90
35138,Portal,39403038,9.99,1,play,1.0,False,90
35139,Portal,39403038,9.99,1,play,1.0,False,90
35142,Portal,73564778,9.99,1,play,15.1,False,90
35152,Portal,52731290,9.99,1,play,10.4,False,90
35121,Portal,5949488,9.99,1,play,0.7,False,90
35153,Portal,52731290,9.99,1,play,10.4,False,90
35156,Portal,93341815,9.99,1,play,5.1,False,90
35157,Portal,93341815,9.99,1,play,5.1,False,90
35160,Portal,86256882,9.99,1,play,6.1,False,90
35161,Portal,86256882,9.99,1,play,6.1,False,90
35164,Portal,100431715,9.99,1,play,0.9,False,90
35165,Portal,100431715,9.99,1,play,0.9,False,90
35170,Portal,82686146,9.99,1,play,2.7,False,90
35124,Portal,15841597,9.99,1,play,4.6,False,90
35120,Portal,5949488,9.99,1,play,0.7,False,90
35073,Portal,55761025,9.99,1,play,1.1,False,90
35093,Portal,28472068,9.99,1,play,0.2,False,90
35077,Portal,58761868,9.99,1,play,10.8,False,90
35080,Portal,30913209,9.99,1,play,2.4,False,90
35081,Portal,30913209,9.99,1,play,2.4,False,90
35084,Portal,229911,9.99,1,play,0.1,False,90
35085,Portal,229911,9.99,1,play,0.1,False,90
35088,Portal,71510748,9.99,1,play,0.9,False,90
35089,Portal,71510748,9.99,1,play,0.9,False,90
35092,Portal,28472068,9.99,1,play,0.2,False,90
35098,Portal,81245611,9.99,1,play,3.3,False,90
35115,Portal,120237789,9.99,1,play,2.1,False,90
35099,Portal,81245611,9.99,1,play,3.3,False,90
35102,Portal,142775542,9.99,1,play,2.3,False,90
35103,Portal,142775542,9.99,1,play,2.3,False,90
35106,Portal,7907686,9.99,1,play,9.1,False,90
35107,Portal,7907686,9.99,1,play,9.1,False,90
35110,Portal,27279261,9.99,1,play,1.6,False,90
35111,Portal,27279261,9.99,1,play,1.6,False,90
35114,Portal,120237789,9.99,1,play,2.1,False,90
35171,Portal,82686146,9.99,1,play,2.7,False,90
35174,Portal,88775181,9.99,1,play,3.4,False,90
35175,Portal,88775181,9.99,1,play,3.4,False,90
35248,Portal,152078939,9.99,1,play,1.3,False,90
35228,Portal,48798067,9.99,1,play,3.8,False,90
35229,Portal,48798067,9.99,1,play,3.8,False,90
35234,Portal,21316693,9.99,1,play,4.3,False,90
35235,Portal,21316693,9.99,1,play,4.3,False,90
35238,Portal,39322716,9.99,1,play,1.7,False,90
35239,Portal,39322716,9.99,1,play,1.7,False,90
35244,Portal,68952161,9.99,1,play,0.3,False,90
35245,Portal,68952161,9.99,1,play,0.3,False,90
35249,Portal,152078939,9.99,1,play,1.3,False,90
35178,Portal,100833937,9.99,1,play,5.9,False,90
35252,Portal,52583581,9.99,1,play,1.5,False,90
35253,Portal,52583581,9.99,1,play,1.5,False,90
35256,Portal,65754991,9.99,1,play,3.3,False,90
35257,Portal,65754991,9.99,1,play,3.3,False,90
35260,Portal,113546110,9.99,1,play,4.2,False,90
35261,Portal,113546110,9.99,1,play,4.2,False,90
35264,Portal,10450544,9.99,1,play,0.2,False,90
35265,Portal,10450544,9.99,1,play,0.2,False,90
35225,Portal,60227446,9.99,1,play,2.5,False,90
35224,Portal,60227446,9.99,1,play,2.5,False,90
35221,Portal,20704366,9.99,1,play,6.5,False,90
35220,Portal,20704366,9.99,1,play,6.5,False,90
35179,Portal,100833937,9.99,1,play,5.9,False,90
35182,Portal,188949150,9.99,1,play,3.6,False,90
35183,Portal,188949150,9.99,1,play,3.6,False,90
35186,Portal,80630217,9.99,1,play,2.9,False,90
35187,Portal,80630217,9.99,1,play,2.9,False,90
35190,Portal,54124359,9.99,1,play,0.1,False,90
35191,Portal,54124359,9.99,1,play,0.1,False,90
35196,Portal,53245953,9.99,1,play,0.6,False,90
35197,Portal,53245953,9.99,1,play,0.6,False,90
35202,Portal,35355224,9.99,1,play,7.1,False,90
35203,Portal,35355224,9.99,1,play,7.1,False,90
35206,Portal,54761333,9.99,1,play,2.8,False,90
35207,Portal,54761333,9.99,1,play,2.8,False,90
35212,Portal,16084897,9.99,1,play,10.3,False,90
35213,Portal,16084897,9.99,1,play,10.3,False,90
35216,Portal,55751308,9.99,1,play,1.1,False,90
35217,Portal,55751308,9.99,1,play,1.1,False,90
35076,Portal,58761868,9.99,1,play,10.8,False,90
35072,Portal,55761025,9.99,1,play,1.1,False,90
34846,Portal,264500948,9.99,1,play,4.1,False,90
34926,Portal,8311704,9.99,1,play,1.2,False,90
34902,Portal,11794760,9.99,1,play,3.4,False,90
34903,Portal,11794760,9.99,1,play,3.4,False,90
34906,Portal,93275329,9.99,1,play,22.0,False,90
34907,Portal,93275329,9.99,1,play,22.0,False,90
34910,Portal,107913460,9.99,1,play,1.7,False,90
34911,Portal,107913460,9.99,1,play,1.7,False,90
34918,Portal,57603447,9.99,1,play,0.3,False,90
34919,Portal,57603447,9.99,1,play,0.3,False,90
34927,Portal,8311704,9.99,1,play,1.2,False,90
34898,Portal,35039277,9.99,1,play,2.8,False,90
34934,Portal,59536273,9.99,1,play,0.7,False,90
34935,Portal,59536273,9.99,1,play,0.7,False,90
34938,Portal,88921433,9.99,1,play,11.6,False,90
34939,Portal,88921433,9.99,1,play,11.6,False,90
34942,Portal,23672423,9.99,1,play,3.9,False,90
34943,Portal,23672423,9.99,1,play,3.9,False,90
34946,Portal,183315077,9.99,1,play,1.0,False,90
34947,Portal,183315077,9.99,1,play,1.0,False,90
34899,Portal,35039277,9.99,1,play,2.8,False,90
34895,Portal,126701146,9.99,1,play,0.8,False,90
35069,Portal,45617627,9.99,1,play,2.4,False,90
41838,Risk of Rain,199693353,9.99,0,play,0.1,False,77
34850,Portal,47384202,9.99,1,play,5.2,False,90
34851,Portal,47384202,9.99,1,play,5.2,False,90
34854,Portal,65909415,9.99,1,play,2.6,False,90
34855,Portal,65909415,9.99,1,play,2.6,False,90
34858,Portal,44472980,9.99,1,play,5.1,False,90
34859,Portal,44472980,9.99,1,play,5.1,False,90
34866,Portal,103371488,9.99,1,play,33.0,False,90
34867,Portal,103371488,9.99,1,play,33.0,False,90
34871,Portal,83336644,9.99,1,play,3.4,False,90
34894,Portal,126701146,9.99,1,play,0.8,False,90
34874,Portal,22301321,9.99,1,play,1.6,False,90
34875,Portal,22301321,9.99,1,play,1.6,False,90
34880,Portal,65531742,9.99,1,play,15.7,False,90
34881,Portal,65531742,9.99,1,play,15.7,False,90
34886,Portal,106980036,9.99,1,play,2.8,False,90
34887,Portal,106980036,9.99,1,play,2.8,False,90
34890,Portal,59205262,9.99,1,play,6.5,False,90
34891,Portal,59205262,9.99,1,play,6.5,False,90
34950,Portal,65064340,9.99,1,play,1.1,False,90
34951,Portal,65064340,9.99,1,play,1.1,False,90
34954,Portal,38465050,9.99,1,play,0.6,False,90
35033,Portal,177827103,9.99,1,play,0.9,False,90
35007,Portal,94142618,9.99,1,play,2.1,False,90
35010,Portal,43700700,9.99,1,play,2.3,False,90
35011,Portal,43700700,9.99,1,play,2.3,False,90
35024,Portal,40289887,9.99,1,play,9.1,False,90
35025,Portal,40289887,9.99,1,play,9.1,False,90
35028,Portal,68325099,9.99,1,play,1.9,False,90
35029,Portal,68325099,9.99,1,play,1.9,False,90
35032,Portal,177827103,9.99,1,play,0.9,False,90
35042,Portal,88095884,9.99,1,play,15.8,False,90
34955,Portal,38465050,9.99,1,play,0.6,False,90
35043,Portal,88095884,9.99,1,play,15.8,False,90
35050,Portal,36502549,9.99,1,play,0.9,False,90
35051,Portal,36502549,9.99,1,play,0.9,False,90
35056,Portal,60210313,9.99,1,play,5.3,False,90
35057,Portal,60210313,9.99,1,play,5.3,False,90
35064,Portal,84659295,9.99,1,play,2.6,False,90
35065,Portal,84659295,9.99,1,play,2.6,False,90
35068,Portal,45617627,9.99,1,play,2.4,False,90
35006,Portal,94142618,9.99,1,play,2.1,False,90
35003,Portal,11731710,9.99,1,play,10.2,False,90
35002,Portal,11731710,9.99,1,play,10.2,False,90
34997,Portal,210576042,9.99,1,play,8.9,False,90
34958,Portal,51557405,9.99,1,play,8.1,False,90
34959,Portal,51557405,9.99,1,play,8.1,False,90
34962,Portal,100741663,9.99,1,play,2.6,False,90
34963,Portal,100741663,9.99,1,play,2.6,False,90
34966,Portal,134516625,9.99,1,play,4.4,False,90
34967,Portal,134516625,9.99,1,play,4.4,False,90
34970,Portal,84863268,9.99,1,play,3.9,False,90
34971,Portal,84863268,9.99,1,play,3.9,False,90
34978,Portal,1129452,9.99,1,play,1.7,False,90
34979,Portal,1129452,9.99,1,play,1.7,False,90
34982,Portal,82438562,9.99,1,play,0.6,False,90
34983,Portal,82438562,9.99,1,play,0.6,False,90
34986,Portal,88525821,9.99,1,play,3.9,False,90
34987,Portal,88525821,9.99,1,play,3.9,False,90
34992,Portal,158333599,9.99,1,play,3.2,False,90
34993,Portal,158333599,9.99,1,play,3.2,False,90
34996,Portal,210576042,9.99,1,play,8.9,False,90
35268,Portal,36557643,9.99,1,play,22.0,False,90
35269,Portal,36557643,9.99,1,play,22.0,False,90
35272,Portal,46028967,9.99,1,play,6.1,False,90
35558,Portal,9245216,9.99,1,play,0.9,False,90
35536,Portal,66687732,9.99,1,play,6.5,False,90
35537,Portal,66687732,9.99,1,play,6.5,False,90
35544,Portal,33518079,9.99,1,play,15.2,False,90
35545,Portal,33518079,9.99,1,play,15.2,False,90
35548,Portal,86481908,9.99,1,play,2.9,False,90
35549,Portal,86481908,9.99,1,play,2.9,False,90
35552,Portal,16645459,9.99,1,play,1.3,False,90
35553,Portal,16645459,9.99,1,play,1.3,False,90
35559,Portal,9245216,9.99,1,play,0.9,False,90
35528,Portal,12144171,9.99,1,play,7.4,False,90
35562,Portal,71777065,9.99,1,play,1.7,False,90
35563,Portal,71777065,9.99,1,play,1.7,False,90
35568,Portal,30519870,9.99,1,play,4.3,False,90
35569,Portal,30519870,9.99,1,play,4.3,False,90
35572,Portal,39899978,9.99,1,play,1.6,False,90
35573,Portal,39899978,9.99,1,play,1.6,False,90
35584,Portal,11149819,9.99,1,play,1.1,False,90
35585,Portal,11149819,9.99,1,play,1.1,False,90
35529,Portal,12144171,9.99,1,play,7.4,False,90
35523,Portal,19085114,9.99,1,play,1.9,False,90
35273,Portal,46028967,9.99,1,play,6.1,False,90
35500,Portal,86182317,9.99,1,play,2.5,False,90
35484,Portal,115558697,9.99,1,play,2.3,False,90
35485,Portal,115558697,9.99,1,play,2.3,False,90
35488,Portal,65220985,9.99,1,play,1.2,False,90
35489,Portal,65220985,9.99,1,play,1.2,False,90
35492,Portal,60611062,9.99,1,play,6.9,False,90
35493,Portal,60611062,9.99,1,play,6.9,False,90
35496,Portal,88937470,9.99,1,play,0.2,False,90
35497,Portal,88937470,9.99,1,play,0.2,False,90
35501,Portal,86182317,9.99,1,play,2.5,False,90
35522,Portal,19085114,9.99,1,play,1.9,False,90
